keyword,keywordType,volumeUK,kd,cpc,intentSemrush,serpFeatures,intentPlanned,cluster,proposedUrl,article,commercialPotential,tier,competitorRanking,status,lastResearched
catching up on sleep at the weekend,secondary,,,,,,informational,sleep-questions,/sleep-questions/can-you-catch-up-on-sleep/,Can You Catch Up on Sleep? What Sleep Debt Really Means,no,2,,draft-pending-validation,
how to recover from lack of sleep,secondary,,,,,,informational,sleep-questions,/sleep-questions/can-you-catch-up-on-sleep/,Can You Catch Up on Sleep? What Sleep Debt Really Means,no,2,,draft-pending-validation,
can you make up lost sleep,secondary,,,,,,informational,sleep-questions,/sleep-questions/can-you-catch-up-on-sleep/,Can You Catch Up on Sleep? What Sleep Debt Really Means,no,2,,draft-pending-validation,
second wind at night,primary,,,,,,informational,sleep-questions,/sleep-questions/why-do-i-get-a-second-wind-at-night/,Why Do I Get a Second Wind at Night?,no,3,,draft-pending-validation,
why do I get a second wind at night,secondary,,,,,,informational,sleep-questions,/sleep-questions/why-do-i-get-a-second-wind-at-night/,Why Do I Get a Second Wind at Night?,no,3,,draft-pending-validation,
second wind before bed,secondary,,,,,,informational,sleep-questions,/sleep-questions/why-do-i-get-a-second-wind-at-night/,Why Do I Get a Second Wind at Night?,no,3,,draft-pending-validation,
sudden energy at night,secondary,,,,,,informational,sleep-questions,/sleep-questions/why-do-i-get-a-second-wind-at-night/,Why Do I Get a Second Wind at Night?,no,3,,draft-pending-validation,
wide awake at bedtime,secondary,,,,,,informational,sleep-questions,/sleep-questions/why-do-i-get-a-second-wind-at-night/,Why Do I Get a Second Wind at Night?,no,3,,draft-pending-validation,
when to see a doctor about insomnia,primary,,,,,,informational,sleep-questions,/sleep-questions/when-to-see-a-gp-about-sleep/,When to See a GP About Sleep Problems,no,2,,draft-pending-validation,
when to see a gp about sleep,secondary,,,,,,informational,sleep-questions,/sleep-questions/when-to-see-a-gp-about-sleep/,When to See a GP About Sleep Problems,no,2,,draft-pending-validation,
see a doctor for sleep problems,secondary,,,,,,informational,sleep-questions,/sleep-questions/when-to-see-a-gp-about-sleep/,When to See a GP About Sleep Problems,no,2,,draft-pending-validation,
insomnia gp uk,secondary,,,,,,informational,sleep-questions,/sleep-questions/when-to-see-a-gp-about-sleep/,When to See a GP About Sleep Problems,no,2,,draft-pending-validation,
sleep problems nhs,secondary,,,,,,informational,sleep-questions,/sleep-questions/when-to-see-a-gp-about-sleep/,When to See a GP About Sleep Problems,no,2,,draft-pending-validation,
7 night sleep plan,primary,,,,,,informational,resources,/resources/7-night-quiet-mind-sleep-plan/,The 7-Night Quiet Mind Sleep Plan,no,2,,draft-pending-validation,
sleep plan,secondary,,,,,,informational,resources,/resources/7-night-quiet-mind-sleep-plan/,The 7-Night Quiet Mind Sleep Plan,no,2,,draft-pending-validation,
one week sleep reset,secondary,,,,,,informational,resources,/resources/7-night-quiet-mind-sleep-plan/,The 7-Night Quiet Mind Sleep Plan,no,2,,draft-pending-validation,
bedtime plan,secondary,,,,,,informational,resources,/resources/7-night-quiet-mind-sleep-plan/,The 7-Night Quiet Mind Sleep Plan,no,2,,draft-pending-validation,
sleep checklist,primary,,,,,,informational,resources,/resources/sleep-checklist/,The Better Sleep Checklist: 20 Things to Get Right,no,3,,draft-pending-validation,
better sleep checklist,secondary,,,,,,informational,resources,/resources/sleep-checklist/,The Better Sleep Checklist: 20 Things to Get Right,no,3,,draft-pending-validation,
bedtime checklist,secondary,,,,,,informational,resources,/resources/sleep-checklist/,The Better Sleep Checklist: 20 Things to Get Right,no,3,,draft-pending-validation,
sleep audit,secondary,,,,,,informational,resources,/resources/sleep-checklist/,The Better Sleep Checklist: 20 Things to Get Right,no,3,,draft-pending-validation,
